locus	cds_index	gene	product	length_aa
KL334_ESC_XA1035AA_AS	7	wzx	flippase	508
KL334_ESC_XA1035AA_AS	8	?	hypothetical protein	330
KL334_ESC_XA1035AA_AS	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	177
KL334_ESC_XA1035AA_AS	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL334_ESC_XA1035AA_AS	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL334_ESC_XA1035AA_AS	12	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL334_ESC_XA1035AA_AS	13	galF	UDP-glucose pyrophosphorylase	297
KL334_ESC_XA1035AA_AS	14	?	hypothetical protein	331
KL334_ESC_XA1035AA_AS	15	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL334_ESC_XA1035AA_AS	16	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL334_ESC_XA1035AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL334_ESC_XA1035AA_AS	18	wzx_2	flippase	492
KL334_ESC_XA1035AA_AS	19	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL334_ESC_XA1035AA_AS	20	manB	phosphomannomutase	456
KL334_ESC_XA1035AA_AS	21	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL334_ESC_XA1035AA_AS	22	wcaI	glycosyl transferase	407
KL334_ESC_XA1035AA_AS	23	gmm	GDP-mannose mannosyl hydrolase	160
KL334_ESC_XA1035AA_AS	24	wcaG	GDP-fucose synthetase	321
KL334_ESC_XA1035AA_AS	25	gmd	GDP-D-mannose dehydratase	373
KL334_ESC_XA1035AA_AS	26	wcqU	Putative acetyltransferase	182
KL334_ESC_XA1035AA_AS	27	?	hypothetical protein	248
KL334_ESC_XA1035AA_AS	28	?	hypothetical protein	405
KL334_ESC_XA1035AA_AS	29	?	hypothetical protein	405
KL334_ESC_XA1035AA_AS	30	cysE	Serine acetyltransferase	162
KL334_ESC_XA1035AA_AS	31	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL334_ESC_XA1035AA_AS	32	wzc	tyrosine-protein kinase	720
KL334_ESC_XA1035AA_AS	33	wzb	protein tyrosine phosphatase	147
KL334_ESC_XA1035AA_AS	34	wza	putative capsule polysaccharide export protein	379
KL335_ESC_BA1760AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	83
KL335_ESC_BA1760AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL335_ESC_BA1760AA_AS	2	?	hypothetical protein	339
KL335_ESC_BA1760AA_AS	3	wfgD	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD	299
KL335_ESC_BA1760AA_AS	4	wcqV	glycosyl transferase	279
KL335_ESC_BA1760AA_AS	5	?	hypothetical protein	384
KL335_ESC_BA1760AA_AS	6	?	hypothetical protein	410
KL335_ESC_BA1760AA_AS	7	?	hypothetical protein	500
KL335_ESC_BA1760AA_AS	8	?	hypothetical protein	138
KL335_ESC_BA1760AA_AS	9	wcpI	Maltose O-acetyltransferase	217
KL335_ESC_BA1760AA_AS	10	?	hypothetical protein	371
KL335_ESC_BA1760AA_AS	11	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	179
KL335_ESC_BA1760AA_AS	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL335_ESC_BA1760AA_AS	13	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL335_ESC_BA1760AA_AS	14	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL335_ESC_BA1760AA_AS	15	galF	UDP-glucose pyrophosphorylase	297
KL335_ESC_BA1760AA_AS	16	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL335_ESC_BA1760AA_AS	17	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL335_ESC_BA1760AA_AS	18	wcuA	colanic acid biosynthesis protein	426
KL335_ESC_BA1760AA_AS	19	wzx	flippase	492
KL335_ESC_BA1760AA_AS	20	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL335_ESC_BA1760AA_AS	21	manB	phosphomannomutase	456
KL335_ESC_BA1760AA_AS	22	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL335_ESC_BA1760AA_AS	23	wcaI	glycosyl transferase	407
KL335_ESC_BA1760AA_AS	24	gmm	GDP-mannose mannosyl hydrolase	160
KL335_ESC_BA1760AA_AS	25	wcaG	GDP-fucose synthetase	321
KL335_ESC_BA1760AA_AS	26	gmd	GDP-D-mannose dehydratase	373
KL335_ESC_BA1760AA_AS	27	wcqU	Putative acetyltransferase	182
KL335_ESC_BA1760AA_AS	28	?	hypothetical protein	248
KL335_ESC_BA1760AA_AS	29	?	hypothetical protein	405
KL335_ESC_BA1760AA_AS	30	?	hypothetical protein	405
KL335_ESC_BA1760AA_AS	31	cysE	Serine acetyltransferase	162
KL335_ESC_BA1760AA_AS	32	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL335_ESC_BA1760AA_AS	33	wzc	tyrosine-protein kinase	720
KL335_ESC_BA1760AA_AS	34	wzb	protein tyrosine phosphatase	147
KL335_ESC_BA1760AA_AS	35	wza	putative capsule polysaccharide export protein	379
KL336_ESC_FB9337AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	83
KL336_ESC_FB9337AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL336_ESC_FB9337AA_AS	2	?	hypothetical protein	471
KL336_ESC_FB9337AA_AS	3	?	hypothetical protein	244
KL336_ESC_FB9337AA_AS	4	?	hypothetical protein	540
KL336_ESC_FB9337AA_AS	5	?	hypothetical protein	125
KL336_ESC_FB9337AA_AS	6	wzy	O-antigen and lipid-linked capsular repeat unit polymerase	373
KL336_ESC_FB9337AA_AS	7	?	hypothetical protein	373
KL336_ESC_FB9337AA_AS	8	?	hypothetical protein	318
KL336_ESC_FB9337AA_AS	9	manB	phosphomannomutase	462
KL336_ESC_FB9337AA_AS	10	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	474
KL336_ESC_FB9337AA_AS	11	?	hypothetical protein	369
KL336_ESC_FB9337AA_AS	12	?	hypothetical protein	380
KL336_ESC_FB9337AA_AS	13	galF	UDP-glucose pyrophosphorylase	297
KL336_ESC_FB9337AA_AS	14	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL336_ESC_FB9337AA_AS	15	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL336_ESC_FB9337AA_AS	16	wcuA	colanic acid biosynthesis protein	426
KL336_ESC_FB9337AA_AS	17	wzx	flippase	492
KL336_ESC_FB9337AA_AS	18	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL336_ESC_FB9337AA_AS	19	manB_2	phosphomannomutase	456
KL336_ESC_FB9337AA_AS	20	manC_2	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL336_ESC_FB9337AA_AS	21	wcaI	glycosyl transferase	407
KL336_ESC_FB9337AA_AS	22	gmm	GDP-mannose mannosyl hydrolase	160
KL336_ESC_FB9337AA_AS	23	wcaG	GDP-fucose synthetase	321
KL336_ESC_FB9337AA_AS	24	gmd	GDP-D-mannose dehydratase	373
KL336_ESC_FB9337AA_AS	25	wcqU	Putative acetyltransferase	182
KL336_ESC_FB9337AA_AS	26	?	hypothetical protein	248
KL336_ESC_FB9337AA_AS	27	?	hypothetical protein	405
KL336_ESC_FB9337AA_AS	28	?	hypothetical protein	405
KL336_ESC_FB9337AA_AS	29	wcqN	Serine acetyltransferase	162
KL336_ESC_FB9337AA_AS	30	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL336_ESC_FB9337AA_AS	31	wzc	tyrosine-protein kinase	720
KL336_ESC_FB9337AA_AS	32	wzb	protein tyrosine phosphatase	147
KL336_ESC_FB9337AA_AS	33	wza	putative capsule polysaccharide export protein	379
KL338_ESC_HC4104AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	83
KL338_ESC_HC4104AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL338_ESC_HC4104AA_AS	2	wclO	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase	267
KL338_ESC_HC4104AA_AS	3	?	hypothetical protein	337
KL338_ESC_HC4104AA_AS	4	?	hypothetical protein	58
KL338_ESC_HC4104AA_AS	5	?	hypothetical protein	420
KL338_ESC_HC4104AA_AS	6	?	hypothetical protein	371
KL338_ESC_HC4104AA_AS	7	wckY	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	297
KL338_ESC_HC4104AA_AS	8	?	hypothetical protein	376
KL338_ESC_HC4104AA_AS	9	vatD	Streptogramin A acetyltransferase	148
KL338_ESC_HC4104AA_AS	10	?	hypothetical protein	305
KL338_ESC_HC4104AA_AS	11	?	hypothetical protein	227
KL338_ESC_HC4104AA_AS	12	?	hypothetical protein	368
KL338_ESC_HC4104AA_AS	13	galF	UDP-glucose pyrophosphorylase	297
KL338_ESC_HC4104AA_AS	14	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL338_ESC_HC4104AA_AS	15	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL338_ESC_HC4104AA_AS	16	wcuA	colanic acid biosynthesis protein	426
KL338_ESC_HC4104AA_AS	17	wzx	flippase	492
KL338_ESC_HC4104AA_AS	18	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL338_ESC_HC4104AA_AS	19	manB	phosphomannomutase	456
KL338_ESC_HC4104AA_AS	20	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL338_ESC_HC4104AA_AS	21	wcaI	glycosyl transferase	407
KL338_ESC_HC4104AA_AS	22	gmm	GDP-mannose mannosyl hydrolase	160
KL338_ESC_HC4104AA_AS	23	wcaG	GDP-fucose synthetase	321
KL338_ESC_HC4104AA_AS	24	gmd	GDP-D-mannose dehydratase	373
KL338_ESC_HC4104AA_AS	25	wcqU	Putative acetyltransferase	182
KL338_ESC_HC4104AA_AS	26	?	hypothetical protein	248
KL338_ESC_HC4104AA_AS	27	?	hypothetical protein	405
KL338_ESC_HC4104AA_AS	28	?	hypothetical protein	405
KL338_ESC_HC4104AA_AS	29	cysE	Serine acetyltransferase	162
KL338_ESC_HC4104AA_AS	30	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL338_ESC_HC4104AA_AS	31	wzc	tyrosine-protein kinase	720
KL338_ESC_HC4104AA_AS	32	wzb	protein tyrosine phosphatase	147
KL338_ESC_HC4104AA_AS	33	wza	putative capsule polysaccharide export protein	374
KL339_ESC_HC1258AA_AS	0	wza	putative capsule polysaccharide export protein	379
KL339_ESC_HC1258AA_AS	1	wzb	protein tyrosine phosphatase	147
KL339_ESC_HC1258AA_AS	2	wzc	tyrosine-protein kinase	720
KL339_ESC_HC1258AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL339_ESC_HC1258AA_AS	4	cysE	Serine acetyltransferase	162
KL339_ESC_HC1258AA_AS	5	?	hypothetical protein	405
KL339_ESC_HC1258AA_AS	6	?	hypothetical protein	405
KL339_ESC_HC1258AA_AS	7	?	hypothetical protein	248
KL339_ESC_HC1258AA_AS	8	wcqU	Putative acetyltransferase	182
KL339_ESC_HC1258AA_AS	9	gmd	GDP-D-mannose dehydratase	373
KL339_ESC_HC1258AA_AS	10	wcaG	GDP-fucose synthetase	321
KL339_ESC_HC1258AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL339_ESC_HC1258AA_AS	12	wcaI	glycosyl transferase	407
KL339_ESC_HC1258AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL339_ESC_HC1258AA_AS	14	manB	phosphomannomutase	456
KL339_ESC_HC1258AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL339_ESC_HC1258AA_AS	16	wzx	flippase	492
KL339_ESC_HC1258AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL339_ESC_HC1258AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL339_ESC_HC1258AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL339_ESC_HC1258AA_AS	20	?	hypothetical protein	331
KL339_ESC_HC1258AA_AS	21	galF	UDP-glucose pyrophosphorylase	297
KL339_ESC_HC1258AA_AS	22	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL339_ESC_HC1258AA_AS	23	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL339_ESC_HC1258AA_AS	24	rmlA	Glucose-1-phosphate thymidylyltransferase 2	290
KL339_ESC_HC1258AA_AS	25	wceM	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	269
KL339_ESC_HC1258AA_AS	26	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL339_ESC_HC1258AA_AS	27	?	hypothetical protein	132
KL339_ESC_HC1258AA_AS	28	?	hypothetical protein	368
KL339_ESC_HC1258AA_AS	29	?	hypothetical protein	424
KL339_ESC_HC1258AA_AS	30	?	hypothetical protein	472
KL339_ESC_HC1258AA_AS	31	?	hypothetical protein	429
KL339_ESC_HC1258AA_AS	32	wclI	Glycosyl transferase family 2	276
KL339_ESC_HC1258AA_AS	33	vatD	Streptogramin A acetyltransferase	156
KL339_ESC_HC1258AA_AS	34	gnd	gluconate-6-phosphate dehydrogenase	468
KL339_ESC_HC1258AA_AS	35	ugd	UDP-glucose 6-dehydrogenase	84
KL340_ESC_HC3951AA_AS	0	wza	putative capsule polysaccharide export protein	379
KL340_ESC_HC3951AA_AS	1	wzb	protein tyrosine phosphatase	147
KL340_ESC_HC3951AA_AS	2	wzc	tyrosine-protein kinase	720
KL340_ESC_HC3951AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL340_ESC_HC3951AA_AS	4	cysE	Serine acetyltransferase	162
KL340_ESC_HC3951AA_AS	5	?	hypothetical protein	405
KL340_ESC_HC3951AA_AS	6	?	hypothetical protein	405
KL340_ESC_HC3951AA_AS	7	?	hypothetical protein	248
KL340_ESC_HC3951AA_AS	8	wcqU	Putative acetyltransferase	182
KL340_ESC_HC3951AA_AS	9	gmd	GDP-D-mannose dehydratase	373
KL340_ESC_HC3951AA_AS	10	wcaG	GDP-fucose synthetase	321
KL340_ESC_HC3951AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL340_ESC_HC3951AA_AS	12	wcaI	glycosyl transferase	407
KL340_ESC_HC3951AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL340_ESC_HC3951AA_AS	14	manB	phosphomannomutase	456
KL340_ESC_HC3951AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL340_ESC_HC3951AA_AS	16	wzx	flippase	492
KL340_ESC_HC3951AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL340_ESC_HC3951AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL340_ESC_HC3951AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL340_ESC_HC3951AA_AS	20	galF	UDP-glucose pyrophosphorylase	297
KL340_ESC_HC3951AA_AS	21	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL340_ESC_HC3951AA_AS	22	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL340_ESC_HC3951AA_AS	23	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL340_ESC_HC3951AA_AS	24	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL340_ESC_HC3951AA_AS	25	wzxC	colanic acid exporter	376
KL340_ESC_HC3951AA_AS	26	?	hypothetical protein	389
KL340_ESC_HC3951AA_AS	27	?	hypothetical protein	380
KL340_ESC_HC3951AA_AS	28	wcuI	glycosyl transferase	343
KL340_ESC_HC3951AA_AS	29	wckD	putative glycosyltransferase	360
KL340_ESC_HC3951AA_AS	30	?	hypothetical protein	256
KL340_ESC_HC3951AA_AS	31	manC_2	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	461
KL340_ESC_HC3951AA_AS	32	manB_2	phosphomannomutase	456
KL340_ESC_HC3951AA_AS	33	gnd	gluconate-6-phosphate dehydrogenase	468
KL340_ESC_HC3951AA_AS	34	ugd	UDP-glucose 6-dehydrogenase	84
KL341_ESC_AA8873AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	84
KL341_ESC_AA8873AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL341_ESC_AA8873AA_AS	2	wceM	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	272
KL341_ESC_AA8873AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	291
KL341_ESC_AA8873AA_AS	4	wcaN_2	D-inositol 3-phosphate glycosyltransferase	320
KL341_ESC_AA8873AA_AS	5	?	hypothetical protein	383
KL341_ESC_AA8873AA_AS	6	?	hypothetical protein	316
KL341_ESC_AA8873AA_AS	7	?	hypothetical protein	398
KL341_ESC_AA8873AA_AS	8	?	hypothetical protein	217
KL341_ESC_AA8873AA_AS	9	?	hypothetical protein	384
KL341_ESC_AA8873AA_AS	10	neuA	N-acylneuraminate cytidylyltransferase	421
KL341_ESC_AA8873AA_AS	11	HG293	acetylneuraminic acid synthetase	346
KL341_ESC_AA8873AA_AS	12	?	hypothetical protein	206
KL341_ESC_AA8873AA_AS	13	galF	UDP-glucose pyrophosphorylase	297
KL341_ESC_AA8873AA_AS	14	?	hypothetical protein	331
KL341_ESC_AA8873AA_AS	15	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL341_ESC_AA8873AA_AS	16	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL341_ESC_AA8873AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL341_ESC_AA8873AA_AS	18	wzx	flippase	492
KL341_ESC_AA8873AA_AS	19	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL341_ESC_AA8873AA_AS	20	manB	phosphomannomutase	456
KL341_ESC_AA8873AA_AS	21	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL341_ESC_AA8873AA_AS	22	wcaI	glycosyl transferase	407
KL341_ESC_AA8873AA_AS	23	gmm	GDP-mannose mannosyl hydrolase	160
KL341_ESC_AA8873AA_AS	24	wcaG	GDP-fucose synthetase	321
KL341_ESC_AA8873AA_AS	25	gmd	GDP-D-mannose dehydratase	373
KL341_ESC_AA8873AA_AS	26	wcqU	Putative acetyltransferase	182
KL341_ESC_AA8873AA_AS	27	?	hypothetical protein	248
KL341_ESC_AA8873AA_AS	28	?	hypothetical protein	405
KL341_ESC_AA8873AA_AS	29	?	hypothetical protein	405
KL341_ESC_AA8873AA_AS	30	wcqN	Serine acetyltransferase	162
KL341_ESC_AA8873AA_AS	31	wcaN_3	D-inositol 3-phosphate glycosyltransferase	279
KL341_ESC_AA8873AA_AS	32	wzc	tyrosine-protein kinase	720
KL341_ESC_AA8873AA_AS	33	wzb	protein tyrosine phosphatase	147
KL341_ESC_AA8873AA_AS	34	wza	putative capsule polysaccharide export protein	379
KL342_ESC_CA6193AA_AS	0	wza	putative capsule polysaccharide export protein	379
KL342_ESC_CA6193AA_AS	1	wzb	protein tyrosine phosphatase	147
KL342_ESC_CA6193AA_AS	2	wzc	tyrosine-protein kinase	720
KL342_ESC_CA6193AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL342_ESC_CA6193AA_AS	4	cysE	Serine acetyltransferase	162
KL342_ESC_CA6193AA_AS	5	?	hypothetical protein	405
KL342_ESC_CA6193AA_AS	6	?	hypothetical protein	405
KL342_ESC_CA6193AA_AS	7	?	hypothetical protein	248
KL342_ESC_CA6193AA_AS	8	wcqU	Putative acetyltransferase	182
KL342_ESC_CA6193AA_AS	9	gmd	GDP-D-mannose dehydratase	373
KL342_ESC_CA6193AA_AS	10	wcaG	GDP-fucose synthetase	321
KL342_ESC_CA6193AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL342_ESC_CA6193AA_AS	12	wcaI	glycosyl transferase	407
KL342_ESC_CA6193AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL342_ESC_CA6193AA_AS	14	manB	phosphomannomutase	456
KL342_ESC_CA6193AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL342_ESC_CA6193AA_AS	16	wzx	flippase	492
KL342_ESC_CA6193AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL342_ESC_CA6193AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL342_ESC_CA6193AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL342_ESC_CA6193AA_AS	20	?	hypothetical protein	331
KL342_ESC_CA6193AA_AS	21	galF	UDP-glucose pyrophosphorylase	297
KL342_ESC_CA6193AA_AS	22	wzx_2	flippase	437
KL342_ESC_CA6193AA_AS	23	glf	UDP-galactopyranose mutase	364
KL342_ESC_CA6193AA_AS	24	?	hypothetical protein	330
KL342_ESC_CA6193AA_AS	25	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL342_ESC_CA6193AA_AS	26	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL342_ESC_CA6193AA_AS	27	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL342_ESC_CA6193AA_AS	28	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	177
KL342_ESC_CA6193AA_AS	29	?	hypothetical protein	322
KL342_ESC_CA6193AA_AS	30	?	hypothetical protein	396
KL342_ESC_CA6193AA_AS	31	?	hypothetical protein	258
KL342_ESC_CA6193AA_AS	32	wctI	hypothetical protein	288
KL342_ESC_CA6193AA_AS	33	wcuP	glycosyl transferase	252
KL342_ESC_CA6193AA_AS	34	gnd	gluconate-6-phosphate dehydrogenase	468
KL342_ESC_CA6193AA_AS	35	ugd	UDP-glucose 6-dehydrogenase	84
KL343_ESC_ZB9566AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	84
KL343_ESC_ZB9566AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL343_ESC_ZB9566AA_AS	2	wctU	glycosyl transferase	356
KL343_ESC_ZB9566AA_AS	3	?	hypothetical protein	372
KL343_ESC_ZB9566AA_AS	4	?	hypothetical protein	398
KL343_ESC_ZB9566AA_AS	5	?	hypothetical protein	286
KL343_ESC_ZB9566AA_AS	6	?	hypothetical protein	399
KL343_ESC_ZB9566AA_AS	7	?	hypothetical protein	402
KL343_ESC_ZB9566AA_AS	8	?	hypothetical protein	402
KL343_ESC_ZB9566AA_AS	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	176
KL343_ESC_ZB9566AA_AS	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL343_ESC_ZB9566AA_AS	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL343_ESC_ZB9566AA_AS	12	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL343_ESC_ZB9566AA_AS	13	?	hypothetical protein	374
KL343_ESC_ZB9566AA_AS	14	galF	UDP-glucose pyrophosphorylase	297
KL343_ESC_ZB9566AA_AS	15	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL343_ESC_ZB9566AA_AS	16	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL343_ESC_ZB9566AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL343_ESC_ZB9566AA_AS	18	wzx	flippase	492
KL343_ESC_ZB9566AA_AS	19	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL343_ESC_ZB9566AA_AS	20	manB	phosphomannomutase	456
KL343_ESC_ZB9566AA_AS	21	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL343_ESC_ZB9566AA_AS	22	wcaI	glycosyl transferase	407
KL343_ESC_ZB9566AA_AS	23	gmm	GDP-mannose mannosyl hydrolase	160
KL343_ESC_ZB9566AA_AS	24	wcaG	GDP-fucose synthetase	321
KL343_ESC_ZB9566AA_AS	25	gmd	GDP-D-mannose dehydratase	373
KL343_ESC_ZB9566AA_AS	26	wcqU	Putative acetyltransferase	182
KL343_ESC_ZB9566AA_AS	27	?	hypothetical protein	248
KL343_ESC_ZB9566AA_AS	28	?	hypothetical protein	405
KL343_ESC_ZB9566AA_AS	29	?	hypothetical protein	405
KL343_ESC_ZB9566AA_AS	30	cysE	Serine acetyltransferase	162
KL343_ESC_ZB9566AA_AS	31	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL343_ESC_ZB9566AA_AS	32	wzc	tyrosine-protein kinase	720
KL343_ESC_ZB9566AA_AS	33	wzb	protein tyrosine phosphatase	147
KL343_ESC_ZB9566AA_AS	34	wza	putative capsule polysaccharide export protein	379
KL344_ESC_HA7094AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	83
KL344_ESC_HA7094AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL344_ESC_HA7094AA_AS	2	?	hypothetical protein	426
KL344_ESC_HA7094AA_AS	3	?	hypothetical protein	55
KL344_ESC_HA7094AA_AS	4	wcuF	glycosyl transferase	370
KL344_ESC_HA7094AA_AS	5	wfgD	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD	250
KL344_ESC_HA7094AA_AS	6	?	hypothetical protein	275
KL344_ESC_HA7094AA_AS	7	?	hypothetical protein	345
KL344_ESC_HA7094AA_AS	8	?	hypothetical protein	288
KL344_ESC_HA7094AA_AS	9	?	hypothetical protein	519
KL344_ESC_HA7094AA_AS	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL344_ESC_HA7094AA_AS	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL344_ESC_HA7094AA_AS	12	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL344_ESC_HA7094AA_AS	13	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL344_ESC_HA7094AA_AS	14	galF	UDP-glucose pyrophosphorylase	297
KL344_ESC_HA7094AA_AS	15	?	hypothetical protein	331
KL344_ESC_HA7094AA_AS	16	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL344_ESC_HA7094AA_AS	17	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL344_ESC_HA7094AA_AS	18	wcuA	colanic acid biosynthesis protein	426
KL344_ESC_HA7094AA_AS	19	wzx	flippase	492
KL344_ESC_HA7094AA_AS	20	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL344_ESC_HA7094AA_AS	21	manB	phosphomannomutase	456
KL344_ESC_HA7094AA_AS	22	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL344_ESC_HA7094AA_AS	23	wcaI	glycosyl transferase	407
KL344_ESC_HA7094AA_AS	24	gmm	GDP-mannose mannosyl hydrolase	160
KL344_ESC_HA7094AA_AS	25	wcaG	GDP-fucose synthetase	321
KL344_ESC_HA7094AA_AS	26	gmd	GDP-D-mannose dehydratase	373
KL344_ESC_HA7094AA_AS	27	wcqU	Putative acetyltransferase	182
KL344_ESC_HA7094AA_AS	28	?	hypothetical protein	248
